ano_lectivo,provincia,canton,parroquia,tipo_educacion,nivel_educacion,sostenimiento,area,regimen_escolar,total_docentes,total_estudiantes
2023-2024 Inicio,MANABI,PAJAN,LASCANO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,3,57
2023-2024 Inicio,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,MANABI,24 DE MAYO,BELLAVISTA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,38
2023-2024 Inicio,MANABI,PEDERNALES,DIEZ DE AGOSTO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,MANABI,PEDERNALES,COJIMIES,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,MANABI,OLMEDO,OLMEDO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,18
2023-2024 Inicio,MANABI,OLMEDO,OLMEDO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,17
2023-2024 Inicio,MANABI,SAN VICENTE,SAN VICENTE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,18,565
2023-2024 Inicio,NAPO,TENA,TENA,Ordinario,Educación Inicial y Educación General Básica,Fiscomisional,Urbana,Sierra,3,40
2023-2024 Inicio,ORELLANA,LA JOYA DE LOS SACHAS,UNION MILAGREÑA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,13
2023-2024 Inicio,CARCHI,TULCAN,JULIO ANDRADE (OREJUELA),Ordinario,Educación Inicial y Educación General Básica,Municipal,Rural,Sierra,11,151
2023-2024 Inicio,LOS RIOS,PUEBLOVIEJO,SAN JUAN,Ordinario,Educación General Básica,Fiscomisional,Rural,Costa,1,19
2023-2024 Inicio,ORELLANA,LA JOYA DE LOS SACHAS,TRES DE NOVIEMBRE,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,11
2023-2024 Inicio,SUCUMBIOS,LAGO AGRIO,DURENO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,8
2023-2024 Inicio,MANABI,SANTA ANA,SAN PABLO (CAB EN PUEBLO NUEVO),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,5
2023-2024 Inicio,MANABI,PEDERNALES,ATAHUALPA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,37
2023-2024 Inicio,GUAYAS,COLIMES,COLIMES,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,23
2023-2024 Inicio,MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,ORELLANA,ORELLANA,INES ARANGO (CAB. EN WESTERN),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,12
2023-2024 Inicio,PICHINCHA,QUITO,GUAMANI,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Sierra,61,1357
2023-2024 Inicio,NAPO,ARCHIDONA,COTUNDO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,1,15
2023-2024 Inicio,CHIMBORAZO,ALAUSI,MULTITUD,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,MANABI,OLMEDO,OLMEDO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,SUCUMBIOS,GONZALO PIZARRO,GONZALO PIZARRO,Educación Especial,Educación General Básica y Bachillerato,Fiscal,Rural,Sierra,6,31
2023-2024 Inicio,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,14,170
2023-2024 Inicio,CHIMBORAZO,GUAMOTE,GUAMOTE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,6,58
2023-2024 Inicio,MANABI,PEDERNALES,PEDERNALES,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,19
2023-2024 Inicio,MANABI,OLMEDO,OLMEDO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,18
2023-2024 Inicio,ESMERALDAS,RIOVERDE,CHUMUNDE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,26
2023-2024 Inicio,MANABI,SANTA ANA,SANTA ANA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,15
2023-2024 Inicio,MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,17
2023-2024 Inicio,MANABI,PORTOVIEJO,SAN PLACIDO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,4
2023-2024 Inicio,MANABI,PORTOVIEJO,PORTOVIEJO,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,20,356
2023-2024 Inicio,MANABI,PORTOVIEJO,FRANCISCO PACHECO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,36,896
2023-2024 Inicio,MANABI,SANTA ANA,SANTA ANA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,18
2023-2024 Inicio,ORELLANA,LORETO,SAN JOSE DE DAHUANO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,22
2023-2024 Inicio,MANABI,SANTA ANA,LA UNION,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,MANABI,SAN VICENTE,CANOA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,SUCUMBIOS,LAGO AGRIO,EL ENO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,5
2023-2024 Inicio,ORELLANA,ORELLANA,LA BELLEZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,12
2023-2024 Inicio,AZUAY,GUALACEO,SAN JUAN,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,1,11
2023-2024 Inicio,PICHINCHA,PEDRO MONCAYO,TOCACHI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,24
2023-2024 Inicio,SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,1,17
2023-2024 Inicio,IMBABURA,COTACACHI,SEIS DE JULIO DE CUELLAJE (CAB. EN CUELLAJE),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,MANABI,BOLIVAR,CALCETA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,3,50
2023-2024 Inicio,MANABI,PAJAN,GUALE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,18
2023-2024 Inicio,MANABI,SANTA ANA,SANTA ANA,Ordinario,Educación Inicial,Fiscal,Urbana,Costa,11,237
2023-2024 Inicio,MANABI,SANTA ANA,LODANA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,21
2023-2024 Inicio,MANABI,SANTA ANA,SAN PABLO (CAB EN PUEBLO NUEVO),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,52
2023-2024 Inicio,MANABI,24 DE MAYO,SUCRE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,11
2023-2024 Inicio,PICHINCHA,MEJIA,CUTUGLAHUA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,88,2221
2023-2024 Inicio,SUCUMBIOS,SHUSHUFINDI,SIETE DE JULIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,1,26
2023-2024 Inicio,NAPO,TENA,PUERTO MISAHUALLI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,10,125
2023-2024 Inicio,MANABI,SAN VICENTE,CANOA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,NAPO,TENA,CHONTAPUNTA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,15
2023-2024 Inicio,MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,9
2023-2024 Inicio,ORELLANA,LA JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,23,501
2023-2024 Inicio,ORELLANA,ORELLANA,DAYUMA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,10
2023-2024 Inicio,MANABI,24 DE MAYO,NOBOA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,27
2023-2024 Inicio,ORELLANA,AGUARICO,TIPUTINI,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,57
2023-2024 Inicio,NAPO,TENA,TENA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,2,22
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,22
2023-2024 Inicio,PICHINCHA,MEJIA,ALOASI,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,9,113
2023-2024 Inicio,MANABI,JUNIN,JUNIN,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,2
2023-2024 Inicio,MANABI,PORTOVIEJO,SAN PLACIDO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,27
2023-2024 Inicio,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,MANABI,SUCRE,SAN ISIDRO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,16
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,36
2023-2024 Inicio,PICHINCHA,QUITO,TUMBACO,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,37,750
2023-2024 Inicio,ORELLANA,ORELLANA,LA BELLEZA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,5
2023-2024 Inicio,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,9,194
2023-2024 Inicio,ORELLANA,ORELLANA,INES ARANGO (CAB. EN WESTERN),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,7
2023-2024 Inicio,ESMERALDAS,ELOY ALFARO,TELEMBI,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,49
2023-2024 Inicio,GUAYAS,GUAYAQUIL,TENGUEL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,26,613
2023-2024 Inicio,MANABI,BOLIVAR,MEMBRILLO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,MANABI,PEDERNALES,PEDERNALES,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,28
2023-2024 Inicio,MANABI,SAN VICENTE,CANOA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,18
2023-2024 Inicio,NAPO,CARLOS JULIO AROSEMENA TOLA,CARLOS JULIO AROSEMENA TOLA,Ordinario,Educación General Básica,Fiscomisional,Urbana,Sierra,1,12
2023-2024 Inicio,PICHINCHA,QUITO,IÑAQUITO,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Sierra,167,4422
2023-2024 Inicio,PICHINCHA,QUITO,LLANO CHICO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,9,229
2023-2024 Inicio,SUCUMBIOS,LAGO AGRIO,DURENO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,17
2023-2024 Inicio,SUCUMBIOS,SHUSHUFINDI,LIMONCOCHA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,5,67
2023-2024 Inicio,MANABI,TOSAGUA,ANGEL PEDRO GILER (LA ESTANCILLA),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,3,72
2023-2024 Inicio,MANABI,TOSAGUA,ANGEL PEDRO GILER (LA ESTANCILLA),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,17
2023-2024 Inicio,NAPO,TENA,CHONTAPUNTA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,24
2023-2024 Inicio,ORELLANA,LA JOYA DE LOS SACHAS,TRES DE NOVIEMBRE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,35,647
2023-2024 Inicio,MANABI,PEDERNALES,COJIMIES,Ordinario,Educación General Básica,Fiscal,Rural,Costa,6,77
2023-2024 Inicio,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,11
2023-2024 Inicio,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,9
2023-2024 Inicio,MANABI,PORTOVIEJO,SIMON BOLIVAR,Ordinario,Educación Inicial y Educación General Básica,Particular,Urbana,Costa,8,85
2023-2024 Inicio,MANABI,PORTOVIEJO,SAN PLACIDO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,32
2023-2024 Inicio,MANABI,PAJAN,CASCOL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,20
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,39
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,4,89
2023-2024 Inicio,MANABI,PORTOVIEJO,CRUCITA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Costa,33,630
2023-2024 Inicio,MANABI,SAN VICENTE,CANOA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,25
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,12
2023-2024 Inicio,MANABI,PAJAN,CASCOL,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,7
2023-2024 Inicio,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Ordinario,Educación General Básica,Fiscal,Rural,Costa,2,19
2023-2024 Inicio,MANABI,PEDERNALES,COJIMIES,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,36
2023-2024 Inicio,PICHINCHA,QUITO,EL QUINCHE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,11,158
2023-2024 Inicio,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,3,50
2023-2024 Inicio,MANABI,PORTOVIEJO,SAN PLACIDO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,30
2023-2024 Inicio,MANABI,PAJAN,LASCANO,Ordinario,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,Rural,Costa,40,805
2023-2024 Inicio,NAPO,TENA,CHONTAPUNTA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,4
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,39
2023-2024 Inicio,LOS RIOS,URDANETA,RICAURTE,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Costa,29,729
2023-2024 Inicio,MANABI,SUCRE,CHARAPOTO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,42
2023-2024 Inicio,NAPO,TENA,CHONTAPUNTA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,8
2023-2024 Inicio,MANABI,PORTOVIEJO,SAN PLACIDO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,15
2023-2024 Inicio,PICHINCHA,CAYAMBE,CANGAHUA,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,21,394
2023-2024 Inicio,MANABI,SANTA ANA,LA UNION,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,22
2023-2024 Inicio,NAPO,TENA,PUERTO NAPO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,1,12
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,11
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,19
2023-2024 Inicio,BOLIVAR,ECHEANDIA,ECHEANDIA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,8
2023-2024 Inicio,ORELLANA,LA JOYA DE LOS SACHAS,ENOKANQUI,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Rural,Sierra,35,551
2023-2024 Inicio,MANABI,PEDERNALES,COJIMIES,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,24
2023-2024 Inicio,ORELLANA,ORELLANA,NUEVO PARAISO (CAB. EN UNION ),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,14
2023-2024 Inicio,MANABI,PEDERNALES,PEDERNALES,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,9,225
2023-2024 Inicio,TUNGURAHUA,SAN PEDRO DE PELILEO,GUAMBALO (HUAMBALO),Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,93
2023-2024 Inicio,LOS RIOS,PALENQUE,PALENQUE,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,53
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,55
2023-2024 Inicio,ORELLANA,LORETO,LORETO,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,1,15
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,27
2023-2024 Inicio,MANABI,24 DE MAYO,SUCRE,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,3,33
2023-2024 Inicio,ESMERALDAS,RIOVERDE,CHUMUNDE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,15
2023-2024 Inicio,MANABI,SANTA ANA,LODANA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,5,85
2023-2024 Inicio,MANABI,SANTA ANA,AYACUCHO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,19
2023-2024 Inicio,MANABI,SANTA ANA,LA UNION,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,20
2023-2024 Inicio,MANABI,PEDERNALES,PEDERNALES,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,73
2023-2024 Inicio,MANABI,PEDERNALES,COJIMIES,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,18
2023-2024 Inicio,MANABI,PEDERNALES,DIEZ DE AGOSTO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,17
2023-2024 Inicio,NAPO,ARCHIDONA,COTUNDO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,3,36
2023-2024 Inicio,ESMERALDAS,RIOVERDE,CHUMUNDE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,10
2023-2024 Inicio,MANABI,PEDERNALES,PEDERNALES,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,24
2023-2024 Inicio,IMBABURA,COTACACHI,SAGRARIO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,46,1020
2023-2024 Inicio,MANABI,PAJAN,GUALE,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,19
2023-2024 Inicio,IMBABURA,COTACACHI,PEÑAHERRERA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,6
2023-2024 Inicio,CHIMBORAZO,COLTA,SICALPA,Ordinario,Educación General Básica,Fiscal,Urbana,Sierra,2,10
2023-2024 Inicio,NAPO,TENA,TALAG,Ordinario,Educación Inicial y Educación General Básica,Fiscomisional,Rural,Sierra,3,64
2023-2024 Inicio,SUCUMBIOS,CASCALES,SEVILLA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,10
2023-2024 Inicio,MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,38
2023-2024 Inicio,LOS RIOS,MOCACHE,MOCACHE,Ordinario,Educación General Básica,Municipal,Urbana,Costa,1,12
2023-2024 Inicio,MANABI,SANTA ANA,SANTA ANA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,30
2023-2024 Inicio,ORELLANA,LORETO,SAN JOSE DE DAHUANO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,5,111
2023-2024 Inicio,MANABI,JUNIN,JUNIN,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,16
2023-2024 Inicio,MANABI,PAJAN,PAJAN,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,18,670
2023-2024 Inicio,ORELLANA,LA JOYA DE LOS SACHAS,POMPEYA,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,2,47
2023-2024 Inicio,BOLIVAR,GUARANDA,JULIO E. MORENO (CATANAHUAN GRANDE),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,7
2023-2024 Inicio,GUAYAS,GUAYAQUIL,TENGUEL,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,6,93
2023-2024 Inicio,GUAYAS,BALZAR,BALZAR,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,26
2023-2024 Inicio,MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,25
2023-2024 Inicio,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Ordinario,Educación General Básica,Fiscal,Rural,Costa,5,64
2023-2024 Inicio,MANABI,SANTA ANA,SANTA ANA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,35,791
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,4,82
2023-2024 Inicio,MANABI,PEDERNALES,COJIMIES,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,19
2023-2024 Inicio,MANABI,PEDERNALES,ATAHUALPA,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,MANABI,OLMEDO,OLMEDO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,74
2023-2024 Inicio,NAPO,TENA,PUERTO MISAHUALLI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,27
2023-2024 Inicio,SUCUMBIOS,CASCALES,EL DORADO DE CASCALES,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,11,157
2023-2024 Inicio,ESMERALDAS,ELOY ALFARO,TELEMBI,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,13
2023-2024 Inicio,ESMERALDAS,ELOY ALFARO,TELEMBI,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,22
2023-2024 Inicio,MANABI,PUERTO LOPEZ,SALANGO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Costa,2,50
2023-2024 Inicio,MANABI,PAJAN,CAMPOZANO (LA PALMA DE PAJAN),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,28
2023-2024 Inicio,MANABI,SANTA ANA,HONORATO VASQUEZ (CAB EN VASQUEZ),Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,11
2023-2024 Inicio,PICHINCHA,QUITO,CALDERON (CARAPUNGO),Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Sierra,70,1903
2023-2024 Inicio,MANABI,JIPIJAPA,SAN LORENZO DE JIPIJAPA,Ordinario,Educación General Básica y Bachillerato,Fiscal,Urbana,Costa,8,60
2023-2024 Inicio,MANABI,OLMEDO,OLMEDO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Costa,2,47
2023-2024 Inicio,MANABI,TOSAGUA,TOSAGUA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,40
2023-2024 Inicio,MANABI,PEDERNALES,DIEZ DE AGOSTO,Ordinario,Educación General Básica,Fiscal,Rural,Costa,1,12
2023-2024 Inicio,SUCUMBIOS,SHUSHUFINDI,SAN ROQUE (CAB. EN SAN VICENTE),Ordinario,Educación General Básica,Fiscal,Rural,Sierra,1,20
2023-2024 Inicio,MANABI,PICHINCHA,PICHINCHA,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,1,7
2023-2024 Inicio,MANABI,PAJAN,PAJAN,Ordinario,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,Urbana,Costa,9,82
2023-2024 Inicio,PICHINCHA,QUITO,LLANO CHICO,Ordinario,Educación General Básica,Fiscal,Rural,Sierra,21,511
2023-2024 Inicio,IMBABURA,COTACACHI,IMANTAG,Ordinario,Educación General Básica y Bachillerato,Fiscal,Rural,Sierra,7,72
2023-2024 Inicio,PICHINCHA,CAYAMBE,JUAN MONTALVO,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Urbana,Sierra,5,35
2023-2024 Inicio,MANABI,OLMEDO,OLMEDO,Ordinario,Educación General Básica,Fiscal,Urbana,Costa,2,45
2023-2024 Inicio,CHIMBORAZO,COLTA,CAÑI,Ordinario,Educación Inicial y Educación General Básica,Fiscal,Rural,Sierra,2,17
